Year,Title,Sequel,ReleaseDate,StoryLine,Runtime,SoundMix,Color,AspectRatio,MPAA,RateScore,NumRate,NumReview,NumCritic,ProductionDate,FilmingDate,gross,budget,critic,numrate,numreview,ratescore,nummon,day,daynum,budget_class,competition,ActorScore,ActorScore_budget,Country,BigSix,country_num,ThreeD,mpaa,gross_ind,NewBigSix
2005,The Chumscrubber (2005),0,Release Date: 5 October 2006 (Germany) See more Ф_,"The Chumscrubber starts out with Troy, a normal teenager who supplies ""feel good"" pills to everyone in his high school (this way he spreads happiness all around). But when his friend Dean pays him a visit, Dean discovers Troy has hanged himself in his bedroom during one of his mother's pool parties. After the death, three local teens: Billy, Lee, and Crystal, want what's left of Troy's stash of pills and they know that Dean is the only one who knows where they are. But when Dean refuses to get the pills, the three teens kidnap Dean's little brother, until they realize they've kidnapped the wrong kid. Written by Anonymous",108 min,Sound Mix: DTS | Dolby Digital | SDDS,Color,Aspect Ratio: 2.35 : 1,"Rated R for language, violent content, drug material and some sexuality",7.1,"15,994",128 user,73 critic,null,5 April 2004 -  May ,43649.55443,5993154.507,73,15994,128,7.1,10,5,3955,2,57,0,0,Germany,0,0,0,R,1,0
2005,The Quiet (2005),0,Release Date: 25 August 2006 (USA) See more Ф_,"Following the death of her father, a teenage Dot moves into the home of her godparents and their teenage daughter Nina. Dot arrives wrapped up in the silence of being deaf-mute. She finds a different kind of silence waiting for her in her new home, for this home is a place with a dark secret involving Nina and her father. At first, Dot and Nina seem to be polar opposites. However, they gradually realize how much they have in common. Bringing them together catalyzes a series of events in which both reveal their secrets and shed their double lives. A violent consummation almost destroys them. Yet they find hope for the future in the quiet after the storm. Written by Charles Delacroix",96 min,Sound Mix: Dolby Digital | SDDS,Color,Aspect Ratio: 2.35 : 1,"Rated R for strong and disturbing sexual content, a scene of violence, language, drug content and brief nudity",6.4,"13,121",88 user,65 critic,null,26 September 2004 - 18 October ,335956.852,793211.6259,65,13121,88,6.4,8,25,3915,1,69,0,0,USA,0,1,0,R,1,0
2005,The Upside of Anger (2005),0,Release Date: 1 April 2005 (USA) See more Ф_,"A sharp-witted suburban wife, Terry Wolfmeyer, is left to raise her four headstrong daughters when her husband unexpectedly disappears. Things get even more hectic when she falls for her neighbor Denny, a once-great baseball star turned radio d.j. This leaves her daughters out on a limb. They are forced to juggle their mom's romantic dilemmas as well as their own. Written by Sujit R. Varma",null,Sound Mix: DTS | Dolby Digital | SDDS,Color,Aspect Ratio: 2.35 : 1,"Rated R for language, sexual situations, brief comic violence and some drug use",6.9,"18,586",218 user,124 critic,null,26-Aug,16535812.19,7932116.259,124,18586,218,6.9,4,1,3771,2,46,0.516193496,-0.521333549,USA,0,1,0,R,4,0
2005,Standing Still (II) (2005),0,Release Date: 17 June 2005 (USA) See more Ф_,Michael and Elise are about to get married. Their high school and college friends gather together for the wedding and resolve some issues. Lana is in therapy and when Elise's ex shows up from London she begins to realize what has been troubling her all these years. Involves a lot of drunkenness and some drug use. Written by kwedgwood@hotmail.com,90 min,Sound Mix: Dolby Digital,Color,null,"Rated R for sexuality, nudity, language and some drug use",5.9,"1,964",13 user,14 critic,null,November ,35015.00521,1498288.627,14,1964,13,5.9,6,17,3847,1,50,0,0,USA,0,1,0,R,1,0
2005,The Three Burials of Melquiades Estrada (2005),0,Release Date: 24 February 2006 (USA) See more Ф_,"A man is shot and quickly buried in the high desert of west Texas. The body is found and reburied in Van Horn's town cemetery. Pete Perkins, a local ranch foreman, kidnaps a Border Patrolman and forces him to disinter the body. With his captive in tow and the body tied to a mule, Pete undertakes a dangerous and quixotic journey into Mexico. Written by Anonymous",121 min,Sound Mix: DTS | Dolby Digital,Color,Aspect Ratio: 2.35 : 1,"Rated R for language, violence and sexuality",7.5,"33,048",198 user,172 critic,null,15-Aug,4427244.589,13220193.77,172,33048,198,7.5,2,24,3734,3,54,1.844592463,0.245697091,USA,0,1,0,R,2,0
2005,Me and You and Everyone We Know (2005),0,Release Date: 5 August 2005 (USA) See more Ф_,"'Me and You and Everyone We Know' is a poetic and penetrating observation of how people struggle to connect with one another in an isolating and contemporary world. Christine Jesperson is a lonely artist and ""Eldercab"" driver who uses her fantastical artistic visions to draw her aspirations and objects of desire closer to her. Richard Swersey, a newly single shoe salesman and father of two boys, is prepared for amazing things to happen. But when he meets the captivating Christine, he panics. Life is not so oblique for Richard's six-year-old Robby, who is having a risquк© Internet romance with a stranger, and his fourteen-year-old brother Peter who becomes the guinea pig for neighborhood girls -- practicing for their future of romance and marriage. Written by Sujit R. Varma",91 min,Sound Mix: Dolby Digital,Color,Aspect Ratio: 1.85 : 1,"Rated R for disturbing sexual content involving children, and for language",7.4,"30,277",242 user,151 critic,null,July 2004 -  August ,3424148.286,1762692.502,151,30277,242,7.4,8,5,3895,1,64,0,0,USA,0,1,0,R,2,0
2005,Dreamer: Inspired by a True Story (2005),0,Release Date: 21 October 2005 (USA) See more Ф_,"Ben Crane believes that a severely injured racehorse deserves another chance. He and his daughter Cale adopt the horse (in fact is a mare)and save it of being sacrificed by the owner. The arrival of the mare to Crane's farm, will be the perfect opportunity for both father and daughter to reconstruct their lost familiar bond. ""Soк±ador"" (Dreamer in English), the renamed mare, despite its broken leg, maybe could have another chance to return to the racecourse, with the help of Cale, Ben, and his father, Pop. Written by Alejandro Frias",106 min,Sound Mix: DTS | Dolby Digital | SDDS,Color,Aspect Ratio: 2.35 : 1,Rated PG for brief mild language,6.9,"9,616",108 user,75 critic,null,14-Sep,28820981.31,28203080.03,75,9616,108,6.9,10,21,3971,4,77,0,0,USA,0,1,0,PG,5,0
2005,A Sound of Thunder (2005),0,Release Date: 2 September 2005 (USA) See more Ф_,"2055, Charles Hatton has made a fortune by founding 'Time safari', which offers rich 'big game hunters' short time travels to kill off dinosaurs just before their natural death. When Travis notices the weather and wildlife are not behaving as usual, he consults Dr. Rand, the contractually invisible inventor of the supercomputer which controls the time travel. They soon face 'time waves', each worsening the effects in 2055 of evolutionary distortions, lower lifeforms first. They attempt to identify and rectify the past alteration, but each attempt gets harder in their distorted present. Written by KGF Vissers",102 min,Sound Mix: DTS | Dolby Digital | SDDS,Color,Aspect Ratio: 2.35 : 1,"Rated PG-13 for sci-fi violence, partial nudity and language",4.2,"16,017",299 user,110 critic,null,15-Jul,1667349.346,45830005.05,110,16017,299,4.2,9,2,3922,4,67,0.140871971,142.7174851,USA,0,1,0,PG-13,2,0
2005,Junebug (2005),0,Release Date: 16 September 2005 (USA) See more Ф_,"Successful Carolinian George Johnsten meets Chicago art gallery owner Madeleine at an electoral benefit art auction- love at first sight. Madeleine decides to meet a Southern original artist, so George seizes the opportunity to come along and present her to his North Carolina parents Eugene and Peg, drop-out brother Johny and his high-pregnant wife Ashley. Confronting the outsider soon opens a can of worms as emotions revive or emerge, like admiration and jealousy. Written by KGF Vissers",106 min,Sound Mix: Dolby Digital,Color,Aspect Ratio: 1.85 : 1,Rated R for sexual content and language,7,"18,502",186 user,133 critic,null,null,2360854.27,881346.251,133,18502,186,7,9,16,3936,1,58,0,0,USA,0,1,0,R,2,0
2005,Strangers with Candy (2005),0,Release Date: 21 July 2006 (USA) See more Ф_,"Forty-seven-year-old Jerri Blank is a socially unaware ex-con junkie alcoholic prostitute. After being released from her latest stint behind bars, Jerri wants to clean up her life and decides the best way to do so is to go home, where she left thirty-two years earlier when she began her depraved life. She arrives home to find that her mother has died, and her father has remarried a much younger woman and has fallen into a stress-induced coma in part because she disappeared. She takes that cleaning up her life one step further when Dr. Putney, her father's doctor, tells her that he may emerge from his coma if life were to return to the way it was before she left, but better, as she has to make her father proud. So she decides to go back to her old high school, Flatpoint, to get her high school diploma. She quickly decides the best way to be the best student possible is to participate in and win the state science fair. In her quest, she gets caught up in the competing agendas of: ... Written by Huggo",null,Sound Mix: Dolby Digital,Color,Aspect Ratio: 1.85 : 1,"Rated R for sexual content, language and some drug material",6,"6,824",77 user,53 critic,null,null,1822908.722,3084711.879,53,6824,77,6,7,21,3881,2,58,0,0,USA,0,1,0,R,2,0
2005,Dominion: Prequel to the Exorcist (2005),0,Release Date: 20 May 2005 (USA) See more Ф_,"Lankester Merrin is a archaeologist by profession but an ordained Roman Catholic priest who has lost his faith and abandoned his vocation. He is haunted by what he was forced to do in his native Holland during World War II. The church he's excavated in Northern Kenyan dates to the Byzantine period but this puts its construction hundreds of years before Christianity was introduced to the area. the church was buried to the rooftop in sand and as its structure is exposed, a madness slowly descends on the camp. the local tribesmen are prepared to go to war and demand that the church be buried. Soon, two British soldiers are found dead and their commanding officer, Major Granville, shoots a innocent civilian in cold blood. As fear descends upon everyone in the camp, it becomes apparent that a young disabled boy, Cheche, is possessed by the devil forcing Merrin to re-examine his own beliefs. Written by garykmcd",117 min,Sound Mix: DTS | Dolby Digital | SDDS,Color,Aspect Ratio: 2.00 : 1,Rated R for strong violence and disturbing images,5.3,"7,737",131 user,89 critic,null,11 November 2002 -  March ,200344.1044,26440387.53,89,7737,131,5.3,5,20,3820,4,61,0,0,USA,0,1,0,R,1,0
2005,Mirrormask (2005),0,Release Date: 28 October 2005 (Canada) See more Ф_,"In a fantasy world of opposing kingdoms, a 15-year-old girl named Helena who works at the family circus with her father and mother, who wishes--quite ironically--that she could run away from the circus and join 'real life'. But such is not to be the case, as she finds herself on a strange journey into the Dark Lands, a fantastic landscape filled with giants, Monkeybirds and dangerous sphinxes. She must find the fabled MirrorMask in order to save the kingdom and get back home. Written by Anthony Pereyra {hypersonic91@yahoo.com}",101 min,Sound Mix: Dolby Digital,Color,Aspect Ratio: 1.85 : 1,Rated PG for some mild thematic elements and scary images,7,"19,792",149 user,116 critic,null,02-Jun,762328.3719,3525385.004,116,19792,149,7,10,28,3978,2,73,0,0,Canada,0,0,0,PG,1,0
2005,The Matador (2005),0,Release Date: 27 January 2006 (USA) See more Ф_,A chance encounter between a travelling salesman and a lonely hitman triggers a strangely profound relationship which provokes each to act in ways neither would have imagined possible. Fate steps in to form a friendship between two men from irreconcilable worlds that will alter the lives of both forever. Written by Arclight Films,96 min,Sound Mix: Dolby Digital | SDDS,Color,Aspect Ratio: 2.35 : 1,Rated R for strong sexual content and language,6.8,"39,733",234 user,191 critic,null,4 April 2004 - 30 May ,11100289.86,8813462.51,191,39733,234,6.8,1,27,3707,2,69,1.133583592,0.131676506,USA,0,1,0,R,4,0
2005,Thumbsucker (2005),0,Release Date: 7 October 2005 (USA) See more Ф_,"Justin is a teenager boy, who has an oral obsession with his thumb. His mother seems to be a normal housekeeper, but she has her own obsessions as well, like a crush on a TV-star. The only person who's aware of Justin's problem is his father, manager in a store, but none of his advices seem to be working for Justin. The kid is signed up in a debate workshop, but the thing isn't going well, because he has his mind in a pretty classmate and, of course, in his thumb, affecting all the rest of his classes. So, Justin is a loner kid in the school, who prefers to lock himself in the bathroom and suck his thumb. Justin's dentist, a mystical-hippie person, will try to help to overcome his thumb problem, through the hypnosis. But the school's psychologist will diagnose Justin with the Attention Deficit Disorder, and will prescribe him some drugs. Suddenly, Justin's problem with his thumb will disappear, becoming an hyperactive genius, winning several debate contests and the admiration from his... Written by Alejandro Frias",96 min,Sound Mix: Dolby Digital,Color,Aspect Ratio: 2.35 : 1,"Rated R for drug/alcohol use and sexuality involving teens, language and a disturbing image",6.7,"18,420",91 user,114 critic,null,09-Jul,1167848.121,3525385.004,114,18420,91,6.7,10,7,3957,2,77,0,0,USA,0,1,0,R,2,0
